gvkey,datadate,tic,conm,prccd,cshtrd
170617,2022-04-07,META,META PLATFORMS INC,222.95,21008660.0
170617,2022-04-06,META,META PLATFORMS INC,223.3,28950960.0
170617,2022-04-05,META,META PLATFORMS INC,231.84,29673380.0
170617,2022-04-04,META,META PLATFORMS INC,233.89,28037490.0
170617,2022-04-01,META,META PLATFORMS INC,224.85,19531160.0
170617,2022-03-31,META,META PLATFORMS INC,222.36,24156200.0
170617,2022-03-30,META,META PLATFORMS INC,227.85,25558460.0
170617,2022-03-29,META,META PLATFORMS INC,229.86,31373620.0
170617,2022-03-28,META,META PLATFORMS INC,223.59,26204210.0
170617,2022-03-25,META,META PLATFORMS INC,221.82,39997890.0
170617,2022-03-24,META,META PLATFORMS INC,219.57,31460040.0
170617,2022-03-23,META,META PLATFORMS INC,213.46,23694170.0
170617,2022-03-22,META,META PLATFORMS INC,216.65,31974180.0
170617,2022-03-21,META,META PLATFORMS INC,211.49,29777120.0
170617,2022-03-18,META,META PLATFORMS INC,216.49,51973910.0
170617,2022-03-17,META,META PLATFORMS INC,207.84,29442070.0
170617,2022-03-16,META,META PLATFORMS INC,203.63,40534420.0
170617,2022-03-15,META,META PLATFORMS INC,192.03,31678160.0
170617,2022-03-14,META,META PLATFORMS INC,186.63,30973210.0
170617,2022-03-11,META,META PLATFORMS INC,187.61,34626510.0
170617,2022-03-10,META,META PLATFORMS INC,195.21,24807900.0
170617,2022-03-09,META,META PLATFORMS INC,198.5,31854910.0
170617,2022-03-08,META,META PLATFORMS INC,190.29,36729230.0
170617,2022-03-07,META,META PLATFORMS INC,187.47,38451890.0
170617,2022-03-04,META,META PLATFORMS INC,200.06,32122760.0
170617,2022-03-03,META,META PLATFORMS INC,202.97,27151280.0
170617,2022-03-02,META,META PLATFORMS INC,208.11,29410680.0
170617,2022-03-01,META,META PLATFORMS INC,203.49,27041690.0
170617,2022-02-28,META,META PLATFORMS INC,211.03,34165440.0
170617,2022-02-25,META,META PLATFORMS INC,210.48,37574930.0
170617,2022-02-24,META,META PLATFORMS INC,207.6,49815750.0
170617,2022-02-23,META,META PLATFORMS INC,198.45,44298450.0
170617,2022-02-22,META,META PLATFORMS INC,202.08,39775290.0
170617,2022-02-18,META,META PLATFORMS INC,206.16,36954930.0
170617,2022-02-17,META,META PLATFORMS INC,207.71,38605600.0
170617,2022-02-16,META,META PLATFORMS INC,216.54,45714810.0
170617,2022-02-15,META,META PLATFORMS INC,221.0,42444690.0
170617,2022-02-14,META,META PLATFORMS INC,217.7,38084960.0
170617,2022-02-11,META,META PLATFORMS INC,219.55,46073090.0
170617,2022-02-10,META,META PLATFORMS INC,228.07,49152190.0
170617,2022-02-09,META,META PLATFORMS INC,232.0,86401060.0
170617,2022-02-08,META,META PLATFORMS INC,220.18,94476070.0
170617,2022-02-07,META,META PLATFORMS INC,224.91,88158270.0
170617,2022-02-04,META,META PLATFORMS INC,237.09,89126180.0
170617,2022-02-03,META,META PLATFORMS INC,237.76,187580100.0
170617,2022-02-02,META,META PLATFORMS INC,323.0,53600860.0
170617,2022-02-01,META,META PLATFORMS INC,319.0,17814950.0
170617,2022-01-31,META,META PLATFORMS INC,313.26,21527510.0
170617,2022-01-28,META,META PLATFORMS INC,301.71,21833060.0
170617,2022-01-27,META,META PLATFORMS INC,294.64,21569810.0
170617,2022-01-26,META,META PLATFORMS INC,294.63,28249100.0
170617,2022-01-25,META,META PLATFORMS INC,300.15,24955920.0
170617,2022-01-24,META,META PLATFORMS INC,308.71,38860940.0
170617,2022-01-21,META,META PLATFORMS INC,303.17,28647640.0
170617,2022-01-20,META,META PLATFORMS INC,316.56,16813930.0
170617,2022-01-19,META,META PLATFORMS INC,319.59,20772880.0
170617,2022-01-18,META,META PLATFORMS INC,318.15,22631550.0
170617,2022-01-14,META,META PLATFORMS INC,331.9,16852000.0
170617,2022-01-13,META,META PLATFORMS INC,326.48,14751500.0
170617,2022-01-12,META,META PLATFORMS INC,333.26,14092470.0
170617,2022-01-11,META,META PLATFORMS INC,334.37,16207830.0
170617,2022-01-10,META,META PLATFORMS INC,328.07,24912830.0
170617,2022-01-07,META,META PLATFORMS INC,331.79,14705770.0
170617,2022-01-06,META,META PLATFORMS INC,332.46,27922370.0
170617,2022-01-05,META,META PLATFORMS INC,324.17,20508100.0
170617,2022-01-04,META,META PLATFORMS INC,336.53,15674830.0
170617,2022-01-03,META,META PLATFORMS INC,338.54,14528970.0
170617,2021-12-31,META,META PLATFORMS INC,336.35,12838030.0
170617,2021-12-30,META,META PLATFORMS INC,344.36,10571560.0
170617,2021-12-29,META,META PLATFORMS INC,342.94,10726860.0
170617,2021-12-28,META,META PLATFORMS INC,346.22,16603070.0
170617,2021-12-27,META,META PLATFORMS INC,346.18,17750830.0
170617,2021-12-23,META,META PLATFORMS INC,335.24,13876210.0
170617,2021-12-22,META,META PLATFORMS INC,330.45,16715590.0
170617,2021-12-21,META,META PLATFORMS INC,334.2,16094280.0
170617,2021-12-20,META,META PLATFORMS INC,325.45,17775980.0
170617,2021-12-17,META,META PLATFORMS INC,333.79,39705450.0
170617,2021-12-16,META,META PLATFORMS INC,334.9,22553090.0
170617,2021-12-15,META,META PLATFORMS INC,341.66,24636240.0
170617,2021-12-14,META,META PLATFORMS INC,333.74,20142520.0
170617,2021-12-13,META,META PLATFORMS INC,334.49,22805360.0
170617,2021-12-10,META,META PLATFORMS INC,329.75,14497360.0
170617,2021-12-09,META,META PLATFORMS INC,329.82,16859340.0
170617,2021-12-08,META,META PLATFORMS INC,330.56,19903260.0
170617,2021-12-07,META,META PLATFORMS INC,322.81,18690050.0
170617,2021-12-06,META,META PLATFORMS INC,317.87,21654880.0
170617,2021-12-03,META,META PLATFORMS INC,306.84,27190450.0
170617,2021-12-02,META,META PLATFORMS INC,310.39,24350410.0
170617,2021-12-01,META,META PLATFORMS INC,310.6,30291190.0
170617,2021-11-30,META,META PLATFORMS INC,324.46,25331370.0
170617,2021-11-29,META,META PLATFORMS INC,338.03,16337770.0
170617,2021-11-26,META,META PLATFORMS INC,333.12,14750740.0
170617,2021-11-24,META,META PLATFORMS INC,341.06,13461400.0
170617,2021-11-23,META,META PLATFORMS INC,337.25,17205440.0
170617,2021-11-22,META,META PLATFORMS INC,341.01,27049030.0
170617,2021-11-19,META,META PLATFORMS INC,345.3,26373600.0
170617,2021-11-18,META,META PLATFORMS INC,338.69,17454080.0
170617,2021-11-17,META,META PLATFORMS INC,340.77,13571530.0
170617,2021-11-16,META,META PLATFORMS INC,342.96,18108490.0
170617,2021-11-15,META,META PLATFORMS INC,347.56,25047060.0
170617,2021-11-12,META,META PLATFORMS INC,340.89,25369310.0
170617,2021-11-11,META,META PLATFORMS INC,327.74,12344080.0
170617,2021-11-10,META,META PLATFORMS INC,327.64,21837840.0
170617,2021-11-09,META,META PLATFORMS INC,335.37,17513700.0
170617,2021-11-08,META,META PLATFORMS INC,338.62,18304580.0
170617,2021-11-05,META,META PLATFORMS INC,341.13,26846060.0
170617,2021-11-04,META,META PLATFORMS INC,335.85,22428870.0
170617,2021-11-03,META,META PLATFORMS INC,331.62,20735220.0
170617,2021-11-02,META,META PLATFORMS INC,328.08,28329260.0
170617,2021-11-01,META,META PLATFORMS INC,329.98,31471930.0
170617,2021-10-29,META,META PLATFORMS INC,323.57,37003390.0
170617,2021-10-28,META,META PLATFORMS INC,316.92,50611770.0
170617,2021-10-27,META,META PLATFORMS INC,312.22,29906830.0
170617,2021-10-26,META,META PLATFORMS INC,315.81,65493330.0
170617,2021-10-25,META,META PLATFORMS INC,328.69,37293660.0
170617,2021-10-22,META,META PLATFORMS INC,324.61,35099190.0
170617,2021-10-21,META,META PLATFORMS INC,341.88,15605100.0
170617,2021-10-20,META,META PLATFORMS INC,340.78,13616840.0
170617,2021-10-19,META,META PLATFORMS INC,339.99,18750050.0
170617,2021-10-18,META,META PLATFORMS INC,335.34,21533450.0
170617,2021-10-15,META,META PLATFORMS INC,324.76,21563780.0
170617,2021-10-14,META,META PLATFORMS INC,328.53,14251380.0
170617,2021-10-13,META,META PLATFORMS INC,324.54,14737830.0
170617,2021-10-12,META,META PLATFORMS INC,323.77,31636650.0
170617,2021-10-11,META,META PLATFORMS INC,325.45,14684250.0
170617,2021-10-08,META,META PLATFORMS INC,330.05,15929830.0
170617,2021-10-07,META,META PLATFORMS INC,329.22,28249390.0
170617,2021-10-06,META,META PLATFORMS INC,333.64,26409740.0
170617,2021-10-05,META,META PLATFORMS INC,332.96,35345010.0
170617,2021-10-04,META,META PLATFORMS INC,326.23,42587390.0
170617,2021-10-01,META,META PLATFORMS INC,343.01,14893000.0
170617,2021-09-30,META,META PLATFORMS INC,339.39,16406150.0
170617,2021-09-29,META,META PLATFORMS INC,339.61,14411710.0
170617,2021-09-28,META,META PLATFORMS INC,340.65,21563050.0
170617,2021-09-27,META,META PLATFORMS INC,353.58,15192540.0
170617,2021-09-24,META,META PLATFORMS INC,352.96,18777590.0
170617,2021-09-23,META,META PLATFORMS INC,345.96,21786000.0
170617,2021-09-22,META,META PLATFORMS INC,343.21,43497650.0
170617,2021-09-21,META,META PLATFORMS INC,357.48,11741250.0
170617,2021-09-20,META,META PLATFORMS INC,355.7,19758120.0
170617,2021-09-17,META,META PLATFORMS INC,364.72,26211580.0
170617,2021-09-16,META,META PLATFORMS INC,373.06,11923730.0
170617,2021-09-15,META,META PLATFORMS INC,373.92,17860680.0
170617,2021-09-14,META,META PLATFORMS INC,376.53,8617233.0
170617,2021-09-13,META,META PLATFORMS INC,376.51,13013590.0
170617,2021-09-10,META,META PLATFORMS INC,378.69,11280520.0
170617,2021-09-09,META,META PLATFORMS INC,378.0,9078564.0
170617,2021-09-08,META,META PLATFORMS INC,377.57,11040360.0
170617,2021-09-07,META,META PLATFORMS INC,382.18,10788020.0
170617,2021-09-03,META,META PLATFORMS INC,376.26,7508245.0
170617,2021-09-02,META,META PLATFORMS INC,375.28,14831550.0
170617,2021-09-01,META,META PLATFORMS INC,382.05,11559860.0
170617,2021-08-31,META,META PLATFORMS INC,379.38,12338390.0
170617,2021-08-30,META,META PLATFORMS INC,380.66,13514690.0
170617,2021-08-27,META,META PLATFORMS INC,372.63,11212490.0
170617,2021-08-26,META,META PLATFORMS INC,364.38,7865243.0
170617,2021-08-25,META,META PLATFORMS INC,368.39,8831801.0
170617,2021-08-24,META,META PLATFORMS INC,365.51,9222340.0
170617,2021-08-23,META,META PLATFORMS INC,363.35,10929490.0
170617,2021-08-20,META,META PLATFORMS INC,359.37,8647424.0
170617,2021-08-19,META,META PLATFORMS INC,355.12,11998070.0
170617,2021-08-18,META,META PLATFORMS INC,355.45,9423292.0
170617,2021-08-17,META,META PLATFORMS INC,358.45,12319950.0
170617,2021-08-16,META,META PLATFORMS INC,366.56,11182330.0
170617,2021-08-13,META,META PLATFORMS INC,363.18,7191297.0
170617,2021-08-12,META,META PLATFORMS INC,362.65,7173930.0
170617,2021-08-11,META,META PLATFORMS INC,359.96,8237421.0
170617,2021-08-10,META,META PLATFORMS INC,361.13,7465646.0
170617,2021-08-09,META,META PLATFORMS INC,361.61,7784947.0
170617,2021-08-06,META,META PLATFORMS INC,363.51,8915417.0
170617,2021-08-05,META,META PLATFORMS INC,362.97,10237810.0
170617,2021-08-04,META,META PLATFORMS INC,358.92,14164920.0
170617,2021-08-03,META,META PLATFORMS INC,351.24,12377040.0
170617,2021-08-02,META,META PLATFORMS INC,351.95,13152240.0
170617,2021-07-30,META,META PLATFORMS INC,356.3,15960530.0
170617,2021-07-29,META,META PLATFORMS INC,358.32,33292290.0
170617,2021-07-28,META,META PLATFORMS INC,373.28,28914210.0
170617,2021-07-27,META,META PLATFORMS INC,367.81,15186750.0
170617,2021-07-26,META,META PLATFORMS INC,372.46,14905030.0
170617,2021-07-23,META,META PLATFORMS INC,369.79,33673140.0
170617,2021-07-22,META,META PLATFORMS INC,351.19,12231600.0
170617,2021-07-21,META,META PLATFORMS INC,346.23,9267454.0
170617,2021-07-20,META,META PLATFORMS INC,341.66,11007770.0
170617,2021-07-19,META,META PLATFORMS INC,336.95,14283890.0
170617,2021-07-16,META,META PLATFORMS INC,341.16,10866830.0
170617,2021-07-15,META,META PLATFORMS INC,344.46,14747620.0
170617,2021-07-14,META,META PLATFORMS INC,347.63,13868430.0
170617,2021-07-13,META,META PLATFORMS INC,352.09,11443540.0
170617,2021-07-12,META,META PLATFORMS INC,353.16,9985910.0
170617,2021-07-09,META,META PLATFORMS INC,350.42,13002300.0
170617,2021-07-08,META,META PLATFORMS INC,345.65,14392420.0
170617,2021-07-07,META,META PLATFORMS INC,350.49,14211740.0
170617,2021-07-06,META,META PLATFORMS INC,352.78,13449400.0
170617,2021-07-02,META,META PLATFORMS INC,354.7,11515090.0
170617,2021-07-01,META,META PLATFORMS INC,354.39,17120700.0
170617,2021-06-30,META,META PLATFORMS INC,347.71,15079310.0
170617,2021-06-29,META,META PLATFORMS INC,351.89,21405110.0
170617,2021-06-28,META,META PLATFORMS INC,355.64,29088490.0
170617,2021-06-25,META,META PLATFORMS INC,341.37,14581460.0
170617,2021-06-24,META,META PLATFORMS INC,343.18,12309750.0
170617,2021-06-23,META,META PLATFORMS INC,340.59,14810570.0
170617,2021-06-22,META,META PLATFORMS INC,339.03,15321770.0
170617,2021-06-21,META,META PLATFORMS INC,332.29,11333270.0
170617,2021-06-18,META,META PLATFORMS INC,329.66,22934200.0
170617,2021-06-17,META,META PLATFORMS INC,336.51,17783200.0
170617,2021-06-16,META,META PLATFORMS INC,331.08,17151230.0
170617,2021-06-15,META,META PLATFORMS INC,336.75,15768980.0
170617,2021-06-14,META,META PLATFORMS INC,336.77,12240210.0
170617,2021-06-11,META,META PLATFORMS INC,331.26,13582850.0
170617,2021-06-10,META,META PLATFORMS INC,332.46,13227550.0
170617,2021-06-09,META,META PLATFORMS INC,330.25,13702740.0
170617,2021-06-08,META,META PLATFORMS INC,333.68,14484580.0
170617,2021-06-07,META,META PLATFORMS INC,336.58,20120940.0
170617,2021-06-04,META,META PLATFORMS INC,330.35,13278990.0
170617,2021-06-03,META,META PLATFORMS INC,326.04,12605030.0
170617,2021-06-02,META,META PLATFORMS INC,329.15,11649630.0
170617,2021-06-01,META,META PLATFORMS INC,329.13,11744840.0
170617,2021-05-28,META,META PLATFORMS INC,328.73,12027270.0
170617,2021-05-27,META,META PLATFORMS INC,332.75,20460540.0
170617,2021-05-26,META,META PLATFORMS INC,327.66,9673536.0
170617,2021-05-25,META,META PLATFORMS INC,327.79,16386340.0
170617,2021-05-24,META,META PLATFORMS INC,324.63,16425780.0
170617,2021-05-21,META,META PLATFORMS INC,316.23,13558410.0
170617,2021-05-20,META,META PLATFORMS INC,318.61,17300310.0
170617,2021-05-19,META,META PLATFORMS INC,313.59,19080220.0
170617,2021-05-18,META,META PLATFORMS INC,309.96,14498820.0
170617,2021-05-17,META,META PLATFORMS INC,315.46,15371050.0
170617,2021-05-14,META,META PLATFORMS INC,315.94,19226690.0
170617,2021-05-13,META,META PLATFORMS INC,305.26,18064620.0
170617,2021-05-12,META,META PLATFORMS INC,302.55,24637050.0
170617,2021-05-11,META,META PLATFORMS INC,306.53,18908060.0
170617,2021-05-10,META,META PLATFORMS INC,305.97,24093850.0
170617,2021-05-07,META,META PLATFORMS INC,319.08,15910520.0
170617,2021-05-06,META,META PLATFORMS INC,320.02,18982270.0
170617,2021-05-05,META,META PLATFORMS INC,315.02,15541970.0
170617,2021-05-04,META,META PLATFORMS INC,318.36,24005220.0
170617,2021-05-03,META,META PLATFORMS INC,322.58,18706600.0
170617,2021-04-30,META,META PLATFORMS INC,325.08,26316310.0
170617,2021-04-29,META,META PLATFORMS INC,329.51,56449460.0
170617,2021-04-28,META,META PLATFORMS INC,307.1,33028740.0
170617,2021-04-27,META,META PLATFORMS INC,303.57,15218540.0
170617,2021-04-26,META,META PLATFORMS INC,303.04,16147750.0
170617,2021-04-23,META,META PLATFORMS INC,301.13,17145510.0
170617,2021-04-22,META,META PLATFORMS INC,296.52,16336350.0
170617,2021-04-21,META,META PLATFORMS INC,301.47,14799680.0
170617,2021-04-20,META,META PLATFORMS INC,302.65,16771430.0
170617,2021-04-19,META,META PLATFORMS INC,302.24,14539610.0
170617,2021-04-16,META,META PLATFORMS INC,306.18,13053860.0
170617,2021-04-15,META,META PLATFORMS INC,307.82,14548740.0
170617,2021-04-14,META,META PLATFORMS INC,302.82,17405760.0
170617,2021-04-13,META,META PLATFORMS INC,309.76,13988270.0
170617,2021-04-12,META,META PLATFORMS INC,311.54,10871220.0
170617,2021-04-09,META,META PLATFORMS INC,312.46,15977570.0
170617,2021-04-08,META,META PLATFORMS INC,313.02,20844870.0
170617,2021-04-07,META,META PLATFORMS INC,313.09,22814700.0
170617,2021-04-06,META,META PLATFORMS INC,306.26,17211570.0
170617,2021-04-05,META,META PLATFORMS INC,308.91,28173640.0
170617,2021-04-01,META,META PLATFORMS INC,298.66,17581820.0
170617,2021-03-31,META,META PLATFORMS INC,294.53,19387880.0
170617,2021-03-30,META,META PLATFORMS INC,288.0,17453710.0
170617,2021-03-29,META,META PLATFORMS INC,290.82,21666560.0
170617,2021-03-26,META,META PLATFORMS INC,283.02,17613010.0
170617,2021-03-25,META,META PLATFORMS INC,278.74,24457770.0
170617,2021-03-24,META,META PLATFORMS INC,282.14,18637290.0
170617,2021-03-23,META,META PLATFORMS INC,290.63,22976620.0
170617,2021-03-22,META,META PLATFORMS INC,293.54,27458320.0
170617,2021-03-19,META,META PLATFORMS INC,290.11,38764310.0
170617,2021-03-18,META,META PLATFORMS INC,278.62,18694240.0
170617,2021-03-17,META,META PLATFORMS INC,284.01,21282460.0
170617,2021-03-16,META,META PLATFORMS INC,279.28,22370310.0
170617,2021-03-15,META,META PLATFORMS INC,273.75,16780230.0
170617,2021-03-12,META,META PLATFORMS INC,268.4,20586400.0
170617,2021-03-11,META,META PLATFORMS INC,273.88,21794890.0
170617,2021-03-10,META,META PLATFORMS INC,264.9,14194380.0
170617,2021-03-09,META,META PLATFORMS INC,265.74,22011340.0
170617,2021-03-08,META,META PLATFORMS INC,255.31,18356370.0
170617,2021-03-05,META,META PLATFORMS INC,264.28,26799060.0
170617,2021-03-04,META,META PLATFORMS INC,257.64,31512010.0
170617,2021-03-03,META,META PLATFORMS INC,255.41,15459740.0
170617,2021-03-02,META,META PLATFORMS INC,259.0,15139100.0
170617,2021-03-01,META,META PLATFORMS INC,264.91,22103120.0
170617,2021-02-26,META,META PLATFORMS INC,257.62,26578030.0
170617,2021-02-25,META,META PLATFORMS INC,254.69,18819440.0
170617,2021-02-24,META,META PLATFORMS INC,264.31,15678210.0
170617,2021-02-23,META,META PLATFORMS INC,265.855,21896260.0
170617,2021-02-22,META,META PLATFORMS INC,260.33,17348460.0
170617,2021-02-19,META,META PLATFORMS INC,261.56,25533510.0
170617,2021-02-18,META,META PLATFORMS INC,269.39,15211520.0
170617,2021-02-17,META,META PLATFORMS INC,273.57,12747030.0
170617,2021-02-16,META,META PLATFORMS INC,273.97,15372330.0
170617,2021-02-12,META,META PLATFORMS INC,270.5,9059338.0
170617,2021-02-11,META,META PLATFORMS INC,270.39,12794340.0
170617,2021-02-10,META,META PLATFORMS INC,271.87,14637910.0
170617,2021-02-09,META,META PLATFORMS INC,269.45,14583610.0
170617,2021-02-08,META,META PLATFORMS INC,266.58,13732030.0
170617,2021-02-05,META,META PLATFORMS INC,268.1,12410790.0
170617,2021-02-04,META,META PLATFORMS INC,266.49,16017380.0
170617,2021-02-03,META,META PLATFORMS INC,266.65,14134990.0
170617,2021-02-02,META,META PLATFORMS INC,267.08,17228380.0
170617,2021-02-01,META,META PLATFORMS INC,262.01,22863750.0
170617,2021-01-29,META,META PLATFORMS INC,258.33,30341310.0
170617,2021-01-28,META,META PLATFORMS INC,265.0,37602640.0
170617,2021-01-27,META,META PLATFORMS INC,272.14,34642250.0
170617,2021-01-26,META,META PLATFORMS INC,282.05,19055060.0
170617,2021-01-25,META,META PLATFORMS INC,278.01,18969430.0
170617,2021-01-22,META,META PLATFORMS INC,274.5,21761620.0
170617,2021-01-21,META,META PLATFORMS INC,272.87,20772270.0
170617,2021-01-20,META,META PLATFORMS INC,267.48,25143730.0
170617,2021-01-19,META,META PLATFORMS INC,261.1,27809110.0
170617,2021-01-15,META,META PLATFORMS INC,251.36,24778570.0
170617,2021-01-14,META,META PLATFORMS INC,245.64,29605630.0
170617,2021-01-13,META,META PLATFORMS INC,251.64,19438100.0
170617,2021-01-12,META,META PLATFORMS INC,251.09,26278500.0
170617,2021-01-11,META,META PLATFORMS INC,256.84,30316430.0
170617,2021-01-08,META,META PLATFORMS INC,267.57,18504680.0
170617,2021-01-07,META,META PLATFORMS INC,268.74,15698580.0
170617,2021-01-06,META,META PLATFORMS INC,263.31,24304700.0
170617,2021-01-05,META,META PLATFORMS INC,270.97,9853634.0
170617,2021-01-04,META,META PLATFORMS INC,268.94,15073450.0
170617,2020-12-31,META,META PLATFORMS INC,273.16,12889910.0
170617,2020-12-30,META,META PLATFORMS INC,271.87,11786130.0
170617,2020-12-29,META,META PLATFORMS INC,276.78,16369300.0
170617,2020-12-28,META,META PLATFORMS INC,277.0,23269160.0
170617,2020-12-24,META,META PLATFORMS INC,267.4,6702033.0
170617,2020-12-23,META,META PLATFORMS INC,268.11,14301130.0
170617,2020-12-22,META,META PLATFORMS INC,267.09,17282810.0
170617,2020-12-21,META,META PLATFORMS INC,272.79,16517940.0
170617,2020-12-18,META,META PLATFORMS INC,276.4,26539180.0
170617,2020-12-17,META,META PLATFORMS INC,274.48,16358620.0
170617,2020-12-16,META,META PLATFORMS INC,275.67,15873980.0
170617,2020-12-15,META,META PLATFORMS INC,275.55,23955420.0
170617,2020-12-14,META,META PLATFORMS INC,274.19,16351170.0
170617,2020-12-11,META,META PLATFORMS INC,273.55,14375450.0
170617,2020-12-10,META,META PLATFORMS INC,277.12,20032060.0
170617,2020-12-09,META,META PLATFORMS INC,277.92,24881500.0
170617,2020-12-08,META,META PLATFORMS INC,283.4,10714750.0
170617,2020-12-07,META,META PLATFORMS INC,285.58,12937870.0
170617,2020-12-04,META,META PLATFORMS INC,279.7,10864730.0
170617,2020-12-03,META,META PLATFORMS INC,281.85,12903830.0
170617,2020-12-02,META,META PLATFORMS INC,287.52,17322120.0
170617,2020-12-01,META,META PLATFORMS INC,286.55,20725470.0
170617,2020-11-30,META,META PLATFORMS INC,276.97,16655500.0
170617,2020-11-27,META,META PLATFORMS INC,277.81,7808426.0
170617,2020-11-25,META,META PLATFORMS INC,275.59,12455750.0
170617,2020-11-24,META,META PLATFORMS INC,276.92,16894610.0
170617,2020-11-23,META,META PLATFORMS INC,268.43,20969040.0
170617,2020-11-20,META,META PLATFORMS INC,269.7,18104460.0
170617,2020-11-19,META,META PLATFORMS INC,272.94,12907830.0
170617,2020-11-18,META,META PLATFORMS INC,271.97,12134400.0
170617,2020-11-17,META,META PLATFORMS INC,275.0,15020870.0
170617,2020-11-16,META,META PLATFORMS INC,278.96,12942680.0
170617,2020-11-13,META,META PLATFORMS INC,276.95,10387340.0
170617,2020-11-12,META,META PLATFORMS INC,275.08,12897320.0
170617,2020-11-11,META,META PLATFORMS INC,276.48,14926510.0
170617,2020-11-10,META,META PLATFORMS INC,272.43,29024220.0
170617,2020-11-09,META,META PLATFORMS INC,278.77,25047270.0
170617,2020-11-06,META,META PLATFORMS INC,293.41,13865290.0
170617,2020-11-05,META,META PLATFORMS INC,294.68,23773160.0
170617,2020-11-04,META,META PLATFORMS INC,287.38,35301780.0
170617,2020-11-03,META,META PLATFORMS INC,265.3,17889430.0
170617,2020-11-02,META,META PLATFORMS INC,261.36,27123540.0
170617,2020-10-30,META,META PLATFORMS INC,263.11,47226060.0
170617,2020-10-29,META,META PLATFORMS INC,280.83,31469960.0
170617,2020-10-28,META,META PLATFORMS INC,267.67,22997040.0
170617,2020-10-27,META,META PLATFORMS INC,283.29,16210210.0
170617,2020-10-26,META,META PLATFORMS INC,277.11,21291660.0
170617,2020-10-23,META,META PLATFORMS INC,284.79,17477480.0
170617,2020-10-22,META,META PLATFORMS INC,278.12,16690790.0
170617,2020-10-21,META,META PLATFORMS INC,278.73,28951080.0
170617,2020-10-20,META,META PLATFORMS INC,267.56,18573920.0
170617,2020-10-19,META,META PLATFORMS INC,261.4,13564620.0
170617,2020-10-16,META,META PLATFORMS INC,265.93,16583970.0
170617,2020-10-15,META,META PLATFORMS INC,266.72,15361180.0
170617,2020-10-14,META,META PLATFORMS INC,271.82,15570340.0
170617,2020-10-13,META,META PLATFORMS INC,276.14,18045480.0
170617,2020-10-12,META,META PLATFORMS INC,275.75,30977310.0
170617,2020-10-09,META,META PLATFORMS INC,264.45,14086110.0
170617,2020-10-08,META,META PLATFORMS INC,263.76,16282270.0
170617,2020-10-07,META,META PLATFORMS INC,258.12,23076460.0
170617,2020-10-06,META,META PLATFORMS INC,258.66,18636710.0
170617,2020-10-05,META,META PLATFORMS INC,264.65,12771790.0
170617,2020-10-02,META,META PLATFORMS INC,259.94,16332040.0
170617,2020-10-01,META,META PLATFORMS INC,266.63,19987080.0
170617,2020-09-30,META,META PLATFORMS INC,261.9,20071450.0
170617,2020-09-29,META,META PLATFORMS INC,261.79,20195200.0
170617,2020-09-28,META,META PLATFORMS INC,256.82,18801650.0
170617,2020-09-25,META,META PLATFORMS INC,254.82,18328260.0
170617,2020-09-24,META,META PLATFORMS INC,249.53,19964750.0
170617,2020-09-23,META,META PLATFORMS INC,249.02,19586050.0
170617,2020-09-22,META,META PLATFORMS INC,254.75,30222810.0
170617,2020-09-21,META,META PLATFORMS INC,248.15,24627690.0
170617,2020-09-18,META,META PLATFORMS INC,252.53,28108970.0
170617,2020-09-17,META,META PLATFORMS INC,254.82,31232850.0
170617,2020-09-16,META,META PLATFORMS INC,263.52,29169400.0
170617,2020-09-15,META,META PLATFORMS INC,272.42,18245120.0
170617,2020-09-14,META,META PLATFORMS INC,266.15,24039550.0
170617,2020-09-11,META,META PLATFORMS INC,266.61,18901100.0
170617,2020-09-10,META,META PLATFORMS INC,268.09,24776430.0
170617,2020-09-09,META,META PLATFORMS INC,273.72,22864750.0
170617,2020-09-08,META,META PLATFORMS INC,271.16,24772530.0
170617,2020-09-04,META,META PLATFORMS INC,282.73,30246440.0
170617,2020-09-03,META,META PLATFORMS INC,291.12,32159750.0
170617,2020-09-02,META,META PLATFORMS INC,302.5,24297580.0
170617,2020-09-01,META,META PLATFORMS INC,295.44,17285810.0
170617,2020-08-31,META,META PLATFORMS INC,293.2,17267780.0
170617,2020-08-28,META,META PLATFORMS INC,293.66,17111950.0
170617,2020-08-27,META,META PLATFORMS INC,293.22,30172700.0
170617,2020-08-26,META,META PLATFORMS INC,303.91,68845700.0
170617,2020-08-25,META,META PLATFORMS INC,280.82,42005190.0
170617,2020-08-24,META,META PLATFORMS INC,271.39,23645960.0
170617,2020-08-21,META,META PLATFORMS INC,267.01,15465790.0
170617,2020-08-20,META,META PLATFORMS INC,269.01,20253500.0
170617,2020-08-19,META,META PLATFORMS INC,262.59,23263380.0
170617,2020-08-18,META,META PLATFORMS INC,262.34,18648970.0
170617,2020-08-17,META,META PLATFORMS INC,261.16,13337080.0
170617,2020-08-14,META,META PLATFORMS INC,261.24,14782220.0
170617,2020-08-13,META,META PLATFORMS INC,261.3,17345330.0
170617,2020-08-12,META,META PLATFORMS INC,259.89,21410120.0
170617,2020-08-11,META,META PLATFORMS INC,256.13,28180860.0
170617,2020-08-10,META,META PLATFORMS INC,263.0,30221690.0
170617,2020-08-07,META,META PLATFORMS INC,268.44,72718630.0
170617,2020-08-06,META,META PLATFORMS INC,265.28,45196660.0
170617,2020-08-05,META,META PLATFORMS INC,249.12,13044750.0
