gvkey,datadate,tic,conm,prccd,cshtrd
170617,2025-12-15,META.,META PLATFORMS INC,,
170617,2025-12-15,META,META PLATFORMS INC,,
170617,2025-12-10,META.,META PLATFORMS INC,35.14,309542.0
170617,2025-12-10,META,META PLATFORMS INC,650.13,16836790.0
051995,2025-12-10,FB,PROSHARES S&P 500 DYN BF ETF,42.1855,3565.0
051995,2025-12-09,FB,PROSHARES S&P 500 DYN BF ETF,42.1098,390.0
170617,2025-12-09,META.,META PLATFORMS INC,35.52,293370.0
170617,2025-12-09,META,META PLATFORMS INC,656.96,12952910.0
170617,2025-12-08,META,META PLATFORMS INC,666.8,13056970.0
170617,2025-12-08,META.,META PLATFORMS INC,36.02,256425.0
051995,2025-12-08,FB,PROSHARES S&P 500 DYN BF ETF,42.17,654.0
051995,2025-12-05,FB,PROSHARES S&P 500 DYN BF ETF,42.1634,855.0
170617,2025-12-05,META.,META PLATFORMS INC,36.4,711047.0
170617,2025-12-05,META,META PLATFORMS INC,673.42,21153510.0
170617,2025-12-04,META.,META PLATFORMS INC,35.77,759240.0
170617,2025-12-04,META,META PLATFORMS INC,661.53,29788260.0
051995,2025-12-04,FB,PROSHARES S&P 500 DYN BF ETF,42.1847,52.0
051995,2025-12-03,FB,PROSHARES S&P 500 DYN BF ETF,42.2002,322.0
170617,2025-12-03,META.,META PLATFORMS INC,34.65,340794.0
170617,2025-12-03,META,META PLATFORMS INC,639.6,11038890.0
170617,2025-12-02,META.,META PLATFORMS INC,35.01,235346.0
170617,2025-12-02,META,META PLATFORMS INC,647.1,11559940.0
051995,2025-12-02,FB,PROSHARES S&P 500 DYN BF ETF,42.1899,329.0
051995,2025-12-01,FB,PROSHARES S&P 500 DYN BF ETF,42.2448,310.0
170617,2025-12-01,META,META PLATFORMS INC,640.87,13000130.0
170617,2025-12-01,META.,META PLATFORMS INC,34.64,302785.0
170617,2025-11-28,META,META PLATFORMS INC,647.95,11033200.0
170617,2025-11-28,META.,META PLATFORMS INC,34.97,292688.0
051995,2025-11-28,FB,PROSHARES S&P 500 DYN BF ETF,42.32,1216.0
170617,2025-11-27,META.,META PLATFORMS INC,34.49,52992.0
170617,2025-11-26,META.,META PLATFORMS INC,34.33,484695.0
170617,2025-11-26,META,META PLATFORMS INC,633.61,15164820.0
051995,2025-11-26,FB,PROSHARES S&P 500 DYN BF ETF,42.2884,53.0
051995,2025-11-25,FB,PROSHARES S&P 500 DYN BF ETF,42.1293,112.0
170617,2025-11-25,META,META PLATFORMS INC,636.22,25135760.0
170617,2025-11-25,META.,META PLATFORMS INC,34.49,456759.0
170617,2025-11-24,META.,META PLATFORMS INC,33.22,516462.0
170617,2025-11-24,META,META PLATFORMS INC,613.05,23433890.0
051995,2025-11-24,FB,PROSHARES S&P 500 DYN BF ETF,41.89,339.0
051995,2025-11-21,FB,PROSHARES S&P 500 DYN BF ETF,41.6524,2371.0
170617,2025-11-21,META,META PLATFORMS INC,594.25,20959640.0
170617,2025-11-21,META.,META PLATFORMS INC,32.23,400819.0
170617,2025-11-20,META.,META PLATFORMS INC,31.95,543297.0
170617,2025-11-20,META,META PLATFORMS INC,589.15,20454440.0
051995,2025-11-20,FB,PROSHARES S&P 500 DYN BF ETF,41.6049,1190.0
051995,2025-11-19,FB,PROSHARES S&P 500 DYN BF ETF,41.7248,40.0
170617,2025-11-19,META,META PLATFORMS INC,590.32,24434720.0
170617,2025-11-19,META.,META PLATFORMS INC,31.98,561992.0
170617,2025-11-18,META.,META PLATFORMS INC,32.44,612703.0
170617,2025-11-18,META,META PLATFORMS INC,597.69,25395620.0
051995,2025-11-18,FB,PROSHARES S&P 500 DYN BF ETF,41.6801,57.0
051995,2025-11-17,FB,PROSHARES S&P 500 DYN BF ETF,41.721,167.0
170617,2025-11-17,META,META PLATFORMS INC,602.01,16420970.0
170617,2025-11-17,META.,META PLATFORMS INC,32.62,486449.0
170617,2025-11-14,META.,META PLATFORMS INC,33.04,551006.0
170617,2025-11-14,META,META PLATFORMS INC,609.46,20654930.0
051995,2025-11-14,FB,PROSHARES S&P 500 DYN BF ETF,41.7398,109.0
051995,2025-11-13,FB,PROSHARES S&P 500 DYN BF ETF,41.7267,1768.0
170617,2025-11-13,META.,META PLATFORMS INC,33.09,594281.0
170617,2025-11-13,META,META PLATFORMS INC,609.89,20885120.0
170617,2025-11-12,META.,META PLATFORMS INC,33.03,900020.0
170617,2025-11-12,META,META PLATFORMS INC,609.01,24319400.0
051995,2025-11-12,FB,PROSHARES S&P 500 DYN BF ETF,41.9449,1320.0
051995,2025-11-11,FB,PROSHARES S&P 500 DYN BF ETF,41.933,99.0
170617,2025-11-11,META,META PLATFORMS INC,627.08,13243020.0
170617,2025-11-11,META.,META PLATFORMS INC,34.0,366871.0
170617,2025-11-10,META,META PLATFORMS INC,631.76,19161220.0
170617,2025-11-10,META.,META PLATFORMS INC,34.29,608605.0
051995,2025-11-10,FB,PROSHARES S&P 500 DYN BF ETF,42.0102,81.0
051995,2025-11-07,FB,PROSHARES S&P 500 DYN BF ETF,41.8301,97.0
170617,2025-11-07,META,META PLATFORMS INC,621.71,29788370.0
170617,2025-11-07,META.,META PLATFORMS INC,33.75,777763.0
170617,2025-11-06,META.,META PLATFORMS INC,33.59,778885.0
170617,2025-11-06,META,META PLATFORMS INC,618.94,23487990.0
051995,2025-11-06,FB,PROSHARES S&P 500 DYN BF ETF,41.8118,96.0
051995,2025-11-05,FB,PROSHARES S&P 500 DYN BF ETF,41.93,851.0
170617,2025-11-05,META,META PLATFORMS INC,635.95,20134420.0
170617,2025-11-05,META.,META PLATFORMS INC,34.52,806247.0
170617,2025-11-04,META.,META PLATFORMS INC,34.08,753793.0
170617,2025-11-04,META,META PLATFORMS INC,627.32,27048960.0
051995,2025-11-04,FB,PROSHARES S&P 500 DYN BF ETF,41.9183,1496.0
051995,2025-11-03,FB,PROSHARES S&P 500 DYN BF ETF,41.9349,6462.0
170617,2025-11-03,META.,META PLATFORMS INC,34.6,1540353.0
170617,2025-11-03,META,META PLATFORMS INC,637.71,32309420.0
170617,2025-10-31,META,META PLATFORMS INC,648.35,56754590.0
170617,2025-10-31,META.,META PLATFORMS INC,35.24,1876095.0
051995,2025-10-31,FB,PROSHARES S&P 500 DYN BF ETF,41.9947,3263.0
051995,2025-10-30,FB,PROSHARES S&P 500 DYN BF ETF,41.8801,270.0
170617,2025-10-30,META,META PLATFORMS INC,666.47,87978330.0
170617,2025-10-30,META.,META PLATFORMS INC,36.24,2750507.0
170617,2025-10-29,META,META PLATFORMS INC,751.67,24707130.0
170617,2025-10-29,META.,META PLATFORMS INC,40.9,525353.0
051995,2025-10-29,FB,PROSHARES S&P 500 DYN BF ETF,41.9617,1672.0
051995,2025-10-28,FB,PROSHARES S&P 500 DYN BF ETF,41.9784,1148.0
170617,2025-10-28,META,META PLATFORMS INC,751.44,12128680.0
170617,2025-10-28,META.,META PLATFORMS INC,40.89,410450.0
170617,2025-10-27,META,META PLATFORMS INC,750.82,11273330.0
170617,2025-10-27,META.,META PLATFORMS INC,40.81,317814.0
051995,2025-10-27,FB,PROSHARES S&P 500 DYN BF ETF,41.8885,680.0
051995,2025-10-24,FB,PROSHARES S&P 500 DYN BF ETF,41.69,159.0
170617,2025-10-24,META.,META PLATFORMS INC,40.15,282777.0
170617,2025-10-24,META,META PLATFORMS INC,738.36,9131078.0
170617,2025-10-23,META,META PLATFORMS INC,734.0,9832678.0
170617,2025-10-23,META.,META PLATFORMS INC,39.9,272596.0
051995,2025-10-23,FB,PROSHARES S&P 500 DYN BF ETF,41.5528,163.0
051995,2025-10-22,FB,PROSHARES S&P 500 DYN BF ETF,41.4351,219.0
170617,2025-10-22,META.,META PLATFORMS INC,39.84,272951.0
170617,2025-10-22,META,META PLATFORMS INC,733.41,8703032.0
170617,2025-10-21,META,META PLATFORMS INC,733.27,7615658.0
170617,2025-10-21,META.,META PLATFORMS INC,39.9,196649.0
051995,2025-10-21,FB,PROSHARES S&P 500 DYN BF ETF,41.4258,586.0
051995,2025-10-20,FB,PROSHARES S&P 500 DYN BF ETF,41.4239,706.0
170617,2025-10-20,META.,META PLATFORMS INC,39.8,216493.0
170617,2025-10-20,META,META PLATFORMS INC,732.17,8874068.0
170617,2025-10-17,META.,META PLATFORMS INC,38.99,144552.0
170617,2025-10-17,META,META PLATFORMS INC,716.915,12187510.0
051995,2025-10-17,FB,PROSHARES S&P 500 DYN BF ETF,41.19,1496.0
051995,2025-10-16,FB,PROSHARES S&P 500 DYN BF ETF,41.08,3720.0
170617,2025-10-16,META.,META PLATFORMS INC,38.75,278796.0
170617,2025-10-16,META,META PLATFORMS INC,712.07,8973822.0
170617,2025-10-15,META,META PLATFORMS INC,717.55,10224540.0
170617,2025-10-15,META.,META PLATFORMS INC,39.08,150640.0
051995,2025-10-15,FB,PROSHARES S&P 500 DYN BF ETF,41.1849,332.0
051995,2025-10-14,FB,PROSHARES S&P 500 DYN BF ETF,41.1293,258.0
170617,2025-10-14,META,META PLATFORMS INC,708.65,8799890.0
170617,2025-10-14,META.,META PLATFORMS INC,38.59,124932.0
170617,2025-10-13,META,META PLATFORMS INC,715.7,9227146.0
051995,2025-10-13,FB,PROSHARES S&P 500 DYN BF ETF,41.1784,2854.0
051995,2025-10-10,FB,PROSHARES S&P 500 DYN BF ETF,40.934,2837.0
170617,2025-10-10,META,META PLATFORMS INC,705.3,16721280.0
170617,2025-10-10,META.,META PLATFORMS INC,38.39,582661.0
170617,2025-10-09,META,META PLATFORMS INC,733.51,12388590.0
170617,2025-10-09,META.,META PLATFORMS INC,39.92,339640.0
051995,2025-10-09,FB,PROSHARES S&P 500 DYN BF ETF,41.5085,2978.0
051995,2025-10-08,FB,PROSHARES S&P 500 DYN BF ETF,41.455,742.0
170617,2025-10-08,META.,META PLATFORMS INC,39.06,274271.0
170617,2025-10-08,META,META PLATFORMS INC,717.84,10747580.0
170617,2025-10-07,META.,META PLATFORMS INC,38.81,237187.0
170617,2025-10-07,META,META PLATFORMS INC,713.08,12023970.0
051995,2025-10-07,FB,PROSHARES S&P 500 DYN BF ETF,41.3594,1856.0
051995,2025-10-06,FB,PROSHARES S&P 500 DYN BF ETF,41.4162,1549.0
170617,2025-10-06,META,META PLATFORMS INC,715.66,21613660.0
170617,2025-10-06,META.,META PLATFORMS INC,38.93,735047.0
170617,2025-10-03,META.,META PLATFORMS INC,38.69,441349.0
170617,2025-10-03,META,META PLATFORMS INC,710.56,16087700.0
051995,2025-10-03,FB,PROSHARES S&P 500 DYN BF ETF,41.38,25220.0
051995,2025-10-02,FB,PROSHARES S&P 500 DYN BF ETF,41.38,8818.0
170617,2025-10-02,META.,META PLATFORMS INC,39.57,214339.0
170617,2025-10-02,META,META PLATFORMS INC,727.05,11372520.0
170617,2025-10-01,META,META PLATFORMS INC,717.34,20343820.0
170617,2025-10-01,META.,META PLATFORMS INC,39.04,663310.0
051995,2025-10-01,FB,PROSHARES S&P 500 DYN BF ETF,41.4,29815.0
051995,2025-09-30,FB,PROSHARES S&P 500 DYN BF ETF,41.3557,230.0
170617,2025-09-30,META.,META PLATFORMS INC,40.01,263615.0
170617,2025-09-30,META,META PLATFORMS INC,734.38,15788420.0
170617,2025-09-29,META,META PLATFORMS INC,743.4,9217696.0
170617,2025-09-29,META.,META PLATFORMS INC,40.49,117001.0
051995,2025-09-29,FB,PROSHARES S&P 500 DYN BF ETF,41.28,568.0
051995,2025-09-26,FB,PROSHARES S&P 500 DYN BF ETF,41.3477,1533.0
170617,2025-09-26,META,META PLATFORMS INC,743.75,9677563.0
170617,2025-09-26,META.,META PLATFORMS INC,40.49,118696.0
170617,2025-09-25,META,META PLATFORMS INC,748.91,10565750.0
170617,2025-09-25,META.,META PLATFORMS INC,40.78,119085.0
051995,2025-09-25,FB,PROSHARES S&P 500 DYN BF ETF,41.2,1056.0
051995,2025-09-24,FB,PROSHARES S&P 500 DYN BF ETF,41.2801,224.0
170617,2025-09-24,META.,META PLATFORMS INC,41.41,118326.0
170617,2025-09-24,META,META PLATFORMS INC,760.66,8807438.0
170617,2025-09-23,META,META PLATFORMS INC,755.4,10544360.0
170617,2025-09-23,META.,META PLATFORMS INC,41.13,133452.0
051995,2025-09-23,FB,PROSHARES S&P 500 DYN BF ETF,41.4539,643.0
051995,2025-09-22,FB,PROSHARES S&P 500 DYN BF ETF,41.4844,788.0
170617,2025-09-22,META.,META PLATFORMS INC,41.63,209309.0
170617,2025-09-22,META,META PLATFORMS INC,765.16,11628390.0
170617,2025-09-19,META,META PLATFORMS INC,778.38,22475500.0
170617,2025-09-19,META.,META PLATFORMS INC,42.38,185019.0
051995,2025-09-19,FB,PROSHARES S&P 500 DYN BF ETF,41.4057,3028.0
051995,2025-09-18,FB,PROSHARES S&P 500 DYN BF ETF,41.29,6177.0
170617,2025-09-18,META.,META PLATFORMS INC,42.51,142341.0
170617,2025-09-18,META,META PLATFORMS INC,780.25,10934040.0
170617,2025-09-17,META.,META PLATFORMS INC,42.27,155893.0
170617,2025-09-17,META,META PLATFORMS INC,775.715,9355640.0
051995,2025-09-17,FB,PROSHARES S&P 500 DYN BF ETF,41.24,422.0
051995,2025-09-16,FB,PROSHARES S&P 500 DYN BF ETF,41.255,3150.0
170617,2025-09-16,META,META PLATFORMS INC,779.0,11739250.0
170617,2025-09-16,META.,META PLATFORMS INC,42.39,326500.0
170617,2025-09-15,META.,META PLATFORMS INC,41.7,170760.0
170617,2025-09-15,META,META PLATFORMS INC,764.7,10358580.0
051995,2025-09-15,FB,PROSHARES S&P 500 DYN BF ETF,41.31,3696.0
051995,2025-09-12,FB,PROSHARES S&P 500 DYN BF ETF,41.27,1093.0
170617,2025-09-12,META,META PLATFORMS INC,755.59,8081213.0
170617,2025-09-12,META.,META PLATFORMS INC,41.2,420324.0
170617,2025-09-11,META.,META PLATFORMS INC,40.92,82955.0
170617,2025-09-11,META,META PLATFORMS INC,750.9,7897265.0
051995,2025-09-11,FB,PROSHARES S&P 500 DYN BF ETF,41.335,2021.0
051995,2025-09-10,FB,PROSHARES S&P 500 DYN BF ETF,41.0993,5745.0
170617,2025-09-10,META.,META PLATFORMS INC,41.0,143688.0
170617,2025-09-10,META,META PLATFORMS INC,751.98,12058280.0
170617,2025-09-09,META,META PLATFORMS INC,765.7,10583090.0
170617,2025-09-09,META.,META PLATFORMS INC,41.77,125283.0
051995,2025-09-09,FB,PROSHARES S&P 500 DYN BF ETF,41.1192,424.0
051995,2025-09-08,FB,PROSHARES S&P 500 DYN BF ETF,41.2,1854.0
170617,2025-09-08,META.,META PLATFORMS INC,41.02,108974.0
170617,2025-09-08,META,META PLATFORMS INC,752.3,13069300.0
170617,2025-09-05,META.,META PLATFORMS INC,40.97,116901.0
170617,2025-09-05,META,META PLATFORMS INC,752.45,9652349.0
051995,2025-09-05,FB,PROSHARES S&P 500 DYN BF ETF,41.15,1097.0
051995,2025-09-04,FB,PROSHARES S&P 500 DYN BF ETF,41.06,17395.0
170617,2025-09-04,META,META PLATFORMS INC,748.65,11408210.0
170617,2025-09-04,META.,META PLATFORMS INC,40.85,155790.0
170617,2025-09-03,META,META PLATFORMS INC,737.05,7679292.0
170617,2025-09-03,META.,META PLATFORMS INC,40.19,62510.0
051995,2025-09-03,FB,PROSHARES S&P 500 DYN BF ETF,40.95,9368.0
051995,2025-09-02,FB,PROSHARES S&P 500 DYN BF ETF,40.9411,1429.0
170617,2025-09-02,META,META PLATFORMS INC,735.11,9288272.0
170617,2025-09-02,META.,META PLATFORMS INC,40.16,84911.0
170617,2025-08-29,META.,META PLATFORMS INC,40.35,107703.0
170617,2025-08-29,META,META PLATFORMS INC,738.7,9055815.0
051995,2025-08-29,FB,PROSHARES S&P 500 DYN BF ETF,40.8,9929.0
051995,2025-08-28,FB,PROSHARES S&P 500 DYN BF ETF,40.927,3189.0
170617,2025-08-28,META,META PLATFORMS INC,751.11,7459222.0
170617,2025-08-28,META.,META PLATFORMS INC,40.96,54543.0
170617,2025-08-27,META,META PLATFORMS INC,747.38,8242403.0
170617,2025-08-27,META.,META PLATFORMS INC,40.8,89210.0
051995,2025-08-27,FB,PROSHARES S&P 500 DYN BF ETF,40.85,5960.0
051995,2025-08-26,FB,PROSHARES S&P 500 DYN BF ETF,40.92,5386.0
170617,2025-08-26,META.,META PLATFORMS INC,41.15,62123.0
170617,2025-08-26,META,META PLATFORMS INC,754.1,7588996.0
170617,2025-08-25,META.,META PLATFORMS INC,41.14,52552.0
170617,2025-08-25,META,META PLATFORMS INC,753.3,6851253.0
051995,2025-08-25,FB,PROSHARES S&P 500 DYN BF ETF,40.89,4900.0
051995,2025-08-22,FB,PROSHARES S&P 500 DYN BF ETF,40.8759,9345.0
170617,2025-08-22,META.,META PLATFORMS INC,41.21,110632.0
170617,2025-08-22,META,META PLATFORMS INC,754.79,10586590.0
170617,2025-08-21,META.,META PLATFORMS INC,40.32,70900.0
170617,2025-08-21,META,META PLATFORMS INC,739.1,8847081.0
051995,2025-08-21,FB,PROSHARES S&P 500 DYN BF ETF,40.6,2747.0
051995,2025-08-20,FB,PROSHARES S&P 500 DYN BF ETF,40.7256,4895.0
170617,2025-08-20,META,META PLATFORMS INC,747.72,11867380.0
170617,2025-08-20,META.,META PLATFORMS INC,40.78,143537.0
170617,2025-08-19,META.,META PLATFORMS INC,41.02,133344.0
170617,2025-08-19,META,META PLATFORMS INC,751.48,12207830.0
051995,2025-08-19,FB,PROSHARES S&P 500 DYN BF ETF,40.7758,17961.0
051995,2025-08-18,FB,PROSHARES S&P 500 DYN BF ETF,40.735,9303.0
170617,2025-08-18,META.,META PLATFORMS INC,41.93,239954.0
170617,2025-08-18,META,META PLATFORMS INC,767.37,16476780.0
170617,2025-08-15,META.,META PLATFORMS INC,42.9,116152.0
170617,2025-08-15,META,META PLATFORMS INC,785.23,11349840.0
051995,2025-08-15,FB,PROSHARES S&P 500 DYN BF ETF,40.7905,7690.0
051995,2025-08-14,FB,PROSHARES S&P 500 DYN BF ETF,40.79,15186.0
170617,2025-08-14,META,META PLATFORMS INC,782.13,8099720.0
170617,2025-08-14,META.,META PLATFORMS INC,42.76,116738.0
170617,2025-08-13,META,META PLATFORMS INC,780.08,8786176.0
170617,2025-08-13,META.,META PLATFORMS INC,42.63,116752.0
051995,2025-08-13,FB,PROSHARES S&P 500 DYN BF ETF,40.85,15581.0
051995,2025-08-12,FB,PROSHARES S&P 500 DYN BF ETF,40.94,18901.0
170617,2025-08-12,META,META PLATFORMS INC,790.0,14554060.0
170617,2025-08-12,META.,META PLATFORMS INC,43.15,146799.0
170617,2025-08-11,META.,META PLATFORMS INC,41.84,203598.0
170617,2025-08-11,META,META PLATFORMS INC,765.87,7595550.0
051995,2025-08-11,FB,PROSHARES S&P 500 DYN BF ETF,40.7162,1023.0
051995,2025-08-08,FB,PROSHARES S&P 500 DYN BF ETF,40.3,9291.0
170617,2025-08-08,META,META PLATFORMS INC,769.3,7306431.0
170617,2025-08-08,META.,META PLATFORMS INC,42.0,132199.0
170617,2025-08-07,META.,META PLATFORMS INC,41.67,125085.0
170617,2025-08-07,META,META PLATFORMS INC,761.83,8978334.0
051995,2025-08-07,FB,PROSHARES S&P 500 DYN BF ETF,40.5444,548.0
051995,2025-08-06,FB,PROSHARES S&P 500 DYN BF ETF,40.52,2375.0
170617,2025-08-06,META,META PLATFORMS INC,771.99,9647751.0
170617,2025-08-06,META.,META PLATFORMS INC,42.12,93453.0
170617,2025-08-05,META.,META PLATFORMS INC,41.67,234514.0
170617,2025-08-05,META,META PLATFORMS INC,763.46,11599460.0
051995,2025-08-05,FB,PROSHARES S&P 500 DYN BF ETF,40.43,1270.0
051995,2025-08-04,FB,PROSHARES S&P 500 DYN BF ETF,40.5496,2264.0
170617,2025-08-04,META,META PLATFORMS INC,776.37,15745630.0
170617,2025-08-01,META.,META PLATFORMS INC,40.93,225986.0
170617,2025-08-01,META,META PLATFORMS INC,750.01,18977790.0
051995,2025-08-01,FB,PROSHARES S&P 500 DYN BF ETF,40.2638,1407.0
051995,2025-07-31,FB,PROSHARES S&P 500 DYN BF ETF,40.5667,778.0
170617,2025-07-31,META.,META PLATFORMS INC,42.2,744906.0
170617,2025-07-31,META,META PLATFORMS INC,773.44,38699610.0
170617,2025-07-30,META,META PLATFORMS INC,695.21,24884710.0
170617,2025-07-30,META.,META PLATFORMS INC,38.06,249872.0
051995,2025-07-30,FB,PROSHARES S&P 500 DYN BF ETF,40.5,968.0
051995,2025-07-29,FB,PROSHARES S&P 500 DYN BF ETF,40.53,1442.0
170617,2025-07-29,META,META PLATFORMS INC,700.0,13194380.0
170617,2025-07-29,META.,META PLATFORMS INC,38.33,225909.0
170617,2025-07-28,META.,META PLATFORMS INC,39.23,174837.0
170617,2025-07-28,META,META PLATFORMS INC,717.63,8676483.0
051995,2025-07-28,FB,PROSHARES S&P 500 DYN BF ETF,40.56,1657.0
051995,2025-07-25,FB,PROSHARES S&P 500 DYN BF ETF,40.56,5606.0
170617,2025-07-25,META.,META PLATFORMS INC,39.0,130844.0
170617,2025-07-25,META,META PLATFORMS INC,712.68,8248411.0
170617,2025-07-24,META,META PLATFORMS INC,714.8,10902380.0
170617,2025-07-24,META.,META PLATFORMS INC,39.15,101093.0
051995,2025-07-24,FB,PROSHARES S&P 500 DYN BF ETF,40.5894,566.0
051995,2025-07-23,FB,PROSHARES S&P 500 DYN BF ETF,40.575,1114.0
170617,2025-07-23,META.,META PLATFORMS INC,39.1,65321.0
170617,2025-07-23,META,META PLATFORMS INC,713.58,8686118.0
170617,2025-07-22,META,META PLATFORMS INC,704.81,8893993.0
170617,2025-07-22,META.,META PLATFORMS INC,38.63,110986.0
051995,2025-07-22,FB,PROSHARES S&P 500 DYN BF ETF,40.5,3155.0
051995,2025-07-21,FB,PROSHARES S&P 500 DYN BF ETF,40.41,2243.0
170617,2025-07-21,META.,META PLATFORMS INC,39.04,98954.0
170617,2025-07-21,META,META PLATFORMS INC,712.965,9365682.0
170617,2025-07-18,META.,META PLATFORMS INC,38.58,91247.0
170617,2025-07-18,META,META PLATFORMS INC,704.28,12736210.0
051995,2025-07-18,FB,PROSHARES S&P 500 DYN BF ETF,40.4716,14856.0
051995,2025-07-17,FB,PROSHARES S&P 500 DYN BF ETF,40.5126,1955.0
170617,2025-07-17,META.,META PLATFORMS INC,38.4,127725.0
170617,2025-07-17,META,META PLATFORMS INC,701.41,11771400.0
170617,2025-07-16,META.,META PLATFORMS INC,38.45,97341.0
170617,2025-07-16,META,META PLATFORMS INC,702.91,13040920.0
051995,2025-07-16,FB,PROSHARES S&P 500 DYN BF ETF,40.4576,97637.0
051995,2025-07-15,FB,PROSHARES S&P 500 DYN BF ETF,40.36,2484.0
170617,2025-07-15,META.,META PLATFORMS INC,38.88,138162.0
170617,2025-07-15,META,META PLATFORMS INC,710.39,11493730.0
170617,2025-07-14,META.,META PLATFORMS INC,39.46,113895.0
170617,2025-07-14,META,META PLATFORMS INC,720.92,8921635.0
051995,2025-07-14,FB,PROSHARES S&P 500 DYN BF ETF,40.4422,2195.0
051995,2025-07-11,FB,PROSHARES S&P 500 DYN BF ETF,40.4552,3718.0
170617,2025-07-11,META.,META PLATFORMS INC,39.32,133547.0
170617,2025-07-11,META,META PLATFORMS INC,717.51,10853760.0
170617,2025-07-10,META.,META PLATFORMS INC,39.82,88735.0
170617,2025-07-10,META,META PLATFORMS INC,727.24,9903192.0
051995,2025-07-10,FB,PROSHARES S&P 500 DYN BF ETF,40.4764,224.0
051995,2025-07-09,FB,PROSHARES S&P 500 DYN BF ETF,40.4448,11538.0
170617,2025-07-09,META.,META PLATFORMS INC,40.12,127119.0
170617,2025-07-09,META,META PLATFORMS INC,732.78,11397930.0
170617,2025-07-08,META,META PLATFORMS INC,720.67,7751368.0
170617,2025-07-08,META.,META PLATFORMS INC,39.45,75030.0
051995,2025-07-08,FB,PROSHARES S&P 500 DYN BF ETF,40.4101,3169.0
051995,2025-07-07,FB,PROSHARES S&P 500 DYN BF ETF,40.55,93117.0
170617,2025-07-07,META.,META PLATFORMS INC,39.33,92091.0
170617,2025-07-07,META,META PLATFORMS INC,718.35,9436112.0
170617,2025-07-04,META.,META PLATFORMS INC,39.17,11855.0
170617,2025-07-03,META.,META PLATFORMS INC,39.32,118684.0
170617,2025-07-03,META,META PLATFORMS INC,719.01,8601653.0
051995,2025-07-03,FB,PROSHARES S&P 500 DYN BF ETF,40.5144,4419.0
051995,2025-07-02,FB,PROSHARES S&P 500 DYN BF ETF,40.25,50301.0
170617,2025-07-02,META.,META PLATFORMS INC,39.14,101758.0
170617,2025-07-02,META,META PLATFORMS INC,713.57,9312520.0
170617,2025-07-01,META,META PLATFORMS INC,719.22,13395190.0
051995,2025-07-01,FB,PROSHARES S&P 500 DYN BF ETF,40.3937,11318.0
051995,2025-06-30,FB,PROSHARES S&P 500 DYN BF ETF,40.4744,28714.0
170617,2025-06-30,META.,META PLATFORMS INC,40.45,101373.0
170617,2025-06-30,META,META PLATFORMS INC,738.09,15383420.0
170617,2025-06-27,META,META PLATFORMS INC,733.63,18754670.0
170617,2025-06-27,META.,META PLATFORMS INC,40.19,177692.0
051995,2025-06-27,FB,PROSHARES S&P 500 DYN BF ETF,40.2489,11310.0
051995,2025-06-26,FB,PROSHARES S&P 500 DYN BF ETF,39.91,36658.0
170617,2025-06-26,META,META PLATFORMS INC,726.09,13925350.0
170617,2025-06-26,META.,META PLATFORMS INC,39.76,220406.0
170617,2025-06-25,META.,META PLATFORMS INC,38.83,69375.0
170617,2025-06-25,META,META PLATFORMS INC,708.68,9283531.0
170617,2025-06-24,META.,META PLATFORMS INC,39.04,178439.0
170617,2025-06-24,META,META PLATFORMS INC,712.2,13803790.0
170617,2025-06-23,META,META PLATFORMS INC,698.53,10953400.0
170617,2025-06-23,META.,META PLATFORMS INC,38.26,171295.0
170617,2025-06-20,META,META PLATFORMS INC,682.35,22494660.0
170617,2025-06-20,META.,META PLATFORMS INC,37.41,238276.0
170617,2025-06-19,META.,META PLATFORMS INC,38.0,10410.0
170617,2025-06-18,META,META PLATFORMS INC,695.77,9625687.0
170617,2025-06-18,META.,META PLATFORMS INC,38.1,154131.0
170617,2025-06-17,META.,META PLATFORMS INC,38.23,136584.0
170617,2025-06-17,META,META PLATFORMS INC,697.23,9586990.0
170617,2025-06-16,META.,META PLATFORMS INC,38.51,197633.0
170617,2025-06-16,META,META PLATFORMS INC,702.12,13655810.0
170617,2025-06-13,META,META PLATFORMS INC,682.87,9251492.0
170617,2025-06-13,META.,META PLATFORMS INC,37.36,169835.0
170617,2025-06-12,META,META PLATFORMS INC,693.36,7278360.0
170617,2025-06-12,META.,META PLATFORMS INC,38.07,51467.0
170617,2025-06-11,META.,META PLATFORMS INC,38.11,97461.0
170617,2025-06-11,META,META PLATFORMS INC,694.14,9531890.0
170617,2025-06-10,META.,META PLATFORMS INC,38.57,70325.0
170617,2025-06-10,META,META PLATFORMS INC,702.4,10570370.0
170617,2025-06-09,META.,META PLATFORMS INC,38.12,95703.0
170617,2025-06-09,META,META PLATFORMS INC,694.06,12317540.0
170617,2025-06-06,META,META PLATFORMS INC,697.71,11463830.0
170617,2025-06-06,META.,META PLATFORMS INC,38.31,155800.0
170617,2025-06-05,META,META PLATFORMS INC,684.62,12607150.0
170617,2025-06-05,META.,META PLATFORMS INC,37.56,146113.0
170617,2025-06-04,META,META PLATFORMS INC,687.95,14003730.0
170617,2025-06-04,META.,META PLATFORMS INC,37.78,177840.0
170617,2025-06-03,META,META PLATFORMS INC,666.85,11552550.0
170617,2025-06-03,META.,META PLATFORMS INC,36.63,85469.0
170617,2025-06-02,META,META PLATFORMS INC,670.9,15697490.0
170617,2025-06-02,META.,META PLATFORMS INC,36.83,243271.0
