date,permno,ticker,comnam,namedt,nameendt,prc,vol,ret
2023-10-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,299.53,42086671.0,-0.041657
2023-10-24,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,312.54999,19469637.0,-0.00465
2023-10-24,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.59,131583.0,0.021299
2023-10-23,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.39,266845.0,-0.003185
2023-10-23,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,314.01001,17758556.0,0.017366
2023-10-20,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,308.64999,22266515.0,-0.013299
2023-10-20,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.42,235600.0,-0.012579
2023-10-19,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,312.81,18658947.0,-0.013124
2023-10-19,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.54,267434.0,-0.002092
2023-10-18,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,316.97,17502612.0,-0.021698
2023-10-18,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.56,166147.0,-0.019487
2023-10-17,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,324.0,16342999.0,0.008874
2023-10-17,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.75,268012.0,0.0
2023-10-16,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.75,148958.0,0.013514
2023-10-16,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,321.14999,16505610.0,0.020528
2023-10-13,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.62,125431.0,-0.019368
2023-10-13,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,314.69,21312308.0,-0.029214
2023-10-12,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,324.16,20452628.0,-0.011165
2023-10-12,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.81,189704.0,-0.006079
2023-10-11,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.87,104705.0,0.009202
2023-10-11,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,327.82001,21983601.0,0.018581
2023-10-10,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,321.84,19000066.0,0.010931
2023-10-10,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.78,468865.0,0.013472
2023-10-09,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,318.35999,22436035.0,0.009289
2023-10-09,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.65,449293.0,0.001037
2023-10-06,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,315.42999,21756008.0,0.034909
2023-10-06,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.64,202768.0,0.017951
2023-10-05,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.47,267194.0,0.002116
2023-10-05,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,304.79001,19077886.0,-0.002585
2023-10-04,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.45,671984.0,0.013949
2023-10-04,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,305.57999,16852143.0,0.015418
2023-10-03,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,300.94,17318063.0,-0.019164
2023-10-03,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.32,277314.0,-0.018947
2023-10-02,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.5,120750.0,0.00211
2023-10-02,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,306.82001,16214213.0,0.022018
2023-09-29,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,300.20999,25238863.0,-0.012337
2023-09-29,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.48,279014.0,0.007439
2023-09-28,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.41,125041.0,0.012917
2023-09-28,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,303.95999,22113671.0,0.020891
2023-09-27,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.29,305308.0,0.006501
2023-09-27,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,297.73999,36224862.0,-0.004081
2023-09-26,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,298.95999,19316545.0,-0.006216
2023-09-26,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.23,232687.0,-0.012834
2023-09-25,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.35,129287.0,0.005376
2023-09-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,300.82999,18923292.0,0.005851
2023-09-22,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,299.07999,25278765.0,0.011328
2023-09-22,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.3,111278.0,0.005405
2023-09-21,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,295.73001,21235189.0,-0.013148
2023-09-21,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.25,479774.0,-0.022199
2023-09-20,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,299.67001,19300072.0,-0.017701
2023-09-20,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.46,231060.0,-0.016632
2023-09-19,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.62,195246.0,-0.005171
2023-09-19,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,305.07001,15876568.0,0.008329
2023-09-18,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.67,212524.0,-0.004119
2023-09-18,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,302.54999,14179389.0,0.007459
2023-09-15,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,300.31,28035569.0,-0.036603
2023-09-15,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.71,191610.0,-0.015213
2023-09-14,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,311.72,19577587.0,0.021832
2023-09-14,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.86,306598.0,0.00715
2023-09-13,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,305.06,13141227.0,0.011271
2023-09-13,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.79,106359.0,-0.003055
2023-09-12,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,301.66,13422685.0,-0.019183
2023-09-12,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.82,146044.0,-0.004057
2023-09-11,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.86,181120.0,0.006122
2023-09-11,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,307.56,19403440.0,0.032462
2023-09-08,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,297.89001,17495847.0,-0.002612
2023-09-08,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.8,216681.0,-0.002037
2023-09-07,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,298.67001,33545806.0,-0.001671
2023-09-07,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.82,168202.0,-0.014056
2023-09-06,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.96,160629.0,-0.00994
2023-09-06,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,299.17001,15352268.0,-0.003265
2023-09-05,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,300.14999,14914726.0,0.01272
2023-09-05,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.06,284397.0,0.000995
2023-09-01,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,296.38,12780643.0,0.001656
2023-09-01,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.05,140027.0,0.005
2023-08-31,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,295.89001,17175254.0,0.002677
2023-08-31,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.0,170792.0,-0.000999
2023-08-30,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.01,377107.0,0.00603
2023-08-30,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,295.10001,17521684.0,-0.009698
2023-08-29,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.95,231188.0,0.023663
2023-08-29,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,297.98999,20763495.0,0.026631
2023-08-28,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.72,489694.0,0.010395
2023-08-28,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,290.26001,14182405.0,0.016673
2023-08-25,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.62,471880.0,0.004175
2023-08-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,285.5,23588218.0,-0.004359
2023-08-24,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.58,392192.0,-0.015416
2023-08-24,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,286.75,18291897.0,-0.025455
2023-08-23,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.23999,18209750.0,0.023088
2023-08-23,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.73,671444.0,0.016719
2023-08-22,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,287.60001,12941292.0,-0.007934
2023-08-22,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.57,691222.0,-0.004162
2023-08-21,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,289.89999,20111290.0,0.023478
2023-08-21,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.61,495133.0,0.011579
2023-08-18,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,283.25,35111939.0,-0.006454
2023-08-18,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.5,208780.0,-0.004193
2023-08-17,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.54,277295.0,-0.010374
2023-08-17,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,285.09,23890147.0,-0.031262
2023-08-16,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.29001,18459707.0,-0.025369
2023-08-16,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.64,477978.0,-0.016327
2023-08-15,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.8,226015.0,-0.019019
2023-08-15,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,301.95001,11595940.0,-0.013848
2023-08-14,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,306.19,15606956.0,0.015084
2023-08-14,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.99,242946.0,0.011134
2023-08-11,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.88,207060.0,-0.014955
2023-08-11,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,301.64001,13987474.0,-0.01341
2023-08-10,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,305.73999,14302630.0,0.001737
2023-08-10,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.03,306444.0,0.007028
2023-08-09,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.96,669231.0,-0.03207
2023-08-09,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,305.20999,19888081.0,-0.023765
2023-08-08,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,312.64001,15116378.0,-0.012383
2023-08-08,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.29,168960.0,-0.010577
2023-08-07,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.4,181516.0,0.003861
2023-08-07,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,316.56,16195738.0,0.018762
2023-08-04,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,310.73001,17545971.0,-0.007855
2023-08-04,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.36,222743.0,-0.003846
2023-08-03,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.4,309953.0,-0.005736
2023-08-03,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,313.19,15164951.0,-0.003563
2023-08-02,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.46,309617.0,-0.035945
2023-08-02,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,314.31,20391510.0,-0.02603
2023-08-01,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.85,271957.0,-0.000921
2023-08-01,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,322.70999,22798597.0,0.0129
2023-07-31,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,318.60001,25710650.0,-0.021138
2023-07-31,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.86,174990.0,0.007421
2023-07-28,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,325.48001,39059490.0,0.044176
2023-07-28,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.78,248216.0,0.023742
2023-07-27,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.53,306181.0,-0.006604
2023-07-27,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,311.70999,63982847.0,0.04401
2023-07-26,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.6,237690.0,-0.004695
2023-07-26,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,298.57001,47096882.0,0.013923
2023-07-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.47,19533281.0,0.009808
2023-07-25,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.65,176643.0,0.006616
2023-07-24,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,291.60999,24833839.0,-0.009006
2023-07-24,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.58,228231.0,0.0
2023-07-21,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.26001,41997307.0,-0.027304
2023-07-21,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.58,266633.0,-0.004704
2023-07-20,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.63,249330.0,-0.031876
2023-07-20,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,302.51999,23777159.0,-0.042689
2023-07-19,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.98,230784.0,0.0
2023-07-19,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,316.01001,21668618.0,0.01269
2023-07-18,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,312.04999,20681586.0,0.004604
2023-07-18,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.98,244260.0,0.001825
2023-07-17,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.96,311442.0,0.01107
2023-07-17,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,310.62,25225144.0,0.005666
2023-07-14,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,308.87,23196727.0,-0.014486
2023-07-14,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.84,270934.0,-0.01275
2023-07-13,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.98,415770.0,0.023299
2023-07-13,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,313.41,30208075.0,0.013157
2023-07-12,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.73,693810.0,0.017062
2023-07-12,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,309.34,36577741.0,0.037044
2023-07-11,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,298.29001,27523912.0,0.014247
2023-07-11,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.55,229757.0,0.019324
2023-07-10,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.10001,36981953.0,0.012288
2023-07-10,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.35,241576.0,0.002907
2023-07-07,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,290.53,25538078.0,-0.005
2023-07-07,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.32,1246939.0,0.007812
2023-07-06,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,291.98999,47613721.0,-0.008085
2023-07-06,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.24,167950.0,-0.015385
2023-07-05,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.4,187571.0,-0.008107
2023-07-05,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,294.37,33746508.0,0.029194
2023-07-03,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,286.01999,8600975.0,-0.003345
2023-07-03,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.485,119324.0,0.010116
2023-06-30,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.38,561804.0,0.010711
2023-06-30,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,286.98001,19621785.0,0.019359
2023-06-29,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,281.53,15323813.0,-0.01318
2023-06-29,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.27,112531.0,-0.004845
2023-06-28,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,285.29001,16674653.0,-0.006131
2023-06-28,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.32,164529.0,-0.002899
2023-06-27,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,287.04999,26050875.0,0.030811
2023-06-27,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.35,207041.0,0.029851
2023-06-26,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.05,230933.0,-0.003964
2023-06-26,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,278.47,24131719.0,-0.035535
2023-06-23,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,288.73001,51026535.0,0.013515
2023-06-23,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.09,292822.0,-0.010784
2023-06-22,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,284.88,17485479.0,0.011504
2023-06-22,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.2,210300.0,0.007905
2023-06-21,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.12,291865.0,-0.023166
2023-06-21,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,281.64001,20502108.0,-0.009461
2023-06-20,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,284.32999,20627148.0,0.011851
2023-06-20,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.36,435500.0,-0.014272
2023-06-16,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.51,274543.0,-0.002846
2023-06-16,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,281.0,43031964.0,-0.002945
2023-06-15,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.54,262517.0,0.008612
2023-06-15,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,281.82999,25902347.0,0.031022
2023-06-14,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,273.35001,19118960.0,0.007482
2023-06-14,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.45,339760.0,0.011617
2023-06-13,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,271.32001,16117231.0,0.000996
2023-06-13,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.33,290086.0,0.016732
2023-06-12,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,271.04999,15434181.0,0.023023
2023-06-12,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.16,259388.0,0.016
2023-06-09,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.0,240233.0,0.004016
2023-06-09,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,264.95001,16892788.0,0.001399
2023-06-08,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,264.57999,20832060.0,0.003718
2023-06-08,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.96,165883.0,0.011168
2023-06-07,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.85,400617.0,-0.024753
2023-06-07,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,263.60001,26077066.0,-0.027737
2023-06-06,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,271.12,19371342.0,-0.000995
2023-06-06,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.1,301290.0,0.002979
2023-06-05,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,271.39001,20677893.0,-0.004475
2023-06-05,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.07,394037.0,0.00199
2023-06-02,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.05,550699.0,0.001994
2023-06-02,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,272.60999,19369840.0,0.0
2023-06-01,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,10.03,272321.0,0.021385
2023-06-01,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,272.60999,25563828.0,0.029805
2023-05-31,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,264.72,25367587.0,0.00838
2023-05-31,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.82,266168.0,-0.007078
2023-05-30,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,262.51999,23746165.0,0.001832
2023-05-30,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.89,777944.0,0.007128
2023-05-26,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.82,376307.0,0.028272
2023-05-26,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,262.04001,25701175.0,0.037002
2023-05-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,252.69,22303593.0,0.013964
2023-05-25,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.55,439456.0,0.030205
2023-05-24,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.27,208705.0,-0.002153
2023-05-24,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,249.21001,17686876.0,0.010011
2023-05-23,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.29,241350.0,-0.016931
2023-05-23,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,246.74001,17696349.0,-0.006363
2023-05-22,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,248.32001,27690371.0,0.01091
2023-05-22,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.45,250789.0,0.004251
2023-05-19,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,245.64,21677047.0,-0.004902
2023-05-19,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.41,582511.0,-0.012592
2023-05-18,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,246.85001,22914710.0,0.018001
2023-05-18,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.53,290767.0,0.018162
2023-05-17,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,242.485,21147177.0,0.015346
2023-05-17,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.36,267771.0,0.022951
2023-05-16,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,238.82001,18083252.0,-0.000167
2023-05-16,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.15,169100.0,-0.007592
2023-05-15,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,238.86,20606269.0,0.021599
2023-05-15,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.22,460388.0,0.01766
2023-05-12,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.06,322178.0,-0.009836
2023-05-12,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,233.81,16129126.0,-0.008397
2023-05-11,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,235.78999,20389937.0,0.011627
2023-05-11,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.15,293927.0,0.004391
2023-05-10,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,233.08,19087349.0,-0.001243
2023-05-10,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.11,195181.0,0.016741
2023-05-09,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.96,155562.0,-0.007752
2023-05-09,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,233.37,16835810.0,0.000429
2023-05-08,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,233.27,16375575.0,0.002105
2023-05-08,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,9.03,324846.0,0.008939
2023-05-05,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,232.78,26949539.0,-0.003169
2023-05-05,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.95,173403.0,0.027555
2023-05-04,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.71,132002.0,-0.002291
2023-05-04,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,233.52,17839856.0,-0.014808
2023-05-03,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,237.03,34489452.0,-0.009238
2023-05-03,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.73,150585.0,-0.006826
2023-05-02,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.79,207308.0,-0.017877
2023-05-02,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,239.24001,24292924.0,-0.016202
2023-05-01,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.95,180224.0,0.003363
2023-05-01,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,243.17999,29066316.0,0.011901
2023-04-28,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,240.32001,39501684.0,0.007378
2023-04-28,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.92,460317.0,-0.002237
2023-04-27,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,238.56,71055910.0,0.139255
2023-04-27,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.94,223819.0,0.026996
2023-04-26,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,209.39999,41869086.0,0.008913
2023-04-26,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.705,401243.0,0.000575
2023-04-25,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.7,301204.0,-0.025756
2023-04-25,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,207.55,19122107.0,-0.024625
2023-04-24,21413,METV,LISTED FUNDS TRUST,2022-01-31,2024-06-25,8.93,362776.0,-0.006674
2023-04-24,13407,META,META PLATFORMS INC,2023-04-11,2024-12-31,212.78999,15699380.0,-0.00047
